InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
10452,GR005,Sugar 1kg,6,2025-06-05 09:05:00,50,2362
10452,GR003,Eggs Pack (12),3,2025-06-05 09:05:00,90,2362
10452,GR014,Tomatoes 1kg,6,2025-06-05 09:05:00,40,2362
10452,GR001,Milk 1L,5,2025-06-05 09:05:00,60,2362
10452,GR002,Bread,8,2025-06-05 09:05:00,40,2362
10453,GR001,Milk 1L,1,2025-06-03 01:25:00,60,4717
10453,GR006,Sunflower Oil 1L,6,2025-06-03 01:25:00,160,4717
10453,GR002,Bread,1,2025-06-03 01:25:00,40,4717
10453,GR004,Basmati Rice 1kg,6,2025-06-03 01:25:00,120,4717
10453,GR007,Tea Powder 500g,4,2025-06-03 01:25:00,140,4717
10453,GR009,Butter 100g,3,2025-06-03 01:25:00,60,4717
10454,GR004,Basmati Rice 1kg,3,2025-03-26 15:54:00,120,4036
10454,GR008,Wheat Flour 1kg,2,2025-03-26 15:54:00,55,4036
10455,GR006,Sunflower Oil 1L,7,2025-03-26 00:19:00,160,1420
10455,GR005,Sugar 1kg,5,2025-03-26 00:19:00,50,1420
10456,GR004,Basmati Rice 1kg,4,2025-02-14 07:16:00,120,2639
10457,GR012,Potatoes 1kg,1,2025-02-12 02:22:00,30,2211
10457,GR013,Onions 1kg,2,2025-02-12 02:22:00,35,2211
10457,GR005,Sugar 1kg,2,2025-02-12 02:22:00,50,2211
10458,GR015,Salt 1kg,2,2025-04-18 10:50:00,20,3780
10458,GR014,Tomatoes 1kg,4,2025-04-18 10:50:00,40,3780
10458,GR007,Tea Powder 500g,6,2025-04-18 10:50:00,140,3780
10458,GR001,Milk 1L,4,2025-04-18 10:50:00,60,3780
10459,GR001,Milk 1L,8,2025-03-09 04:45:00,60,3100
10459,GR006,Sunflower Oil 1L,4,2025-03-09 04:45:00,160,3100
10460,GR010,Yogurt 200g,1,2025-06-03 20:17:00,25,4717
10460,GR012,Potatoes 1kg,2,2025-06-03 20:17:00,30,4717
10460,GR001,Milk 1L,3,2025-06-03 20:17:00,60,4717
10460,GR011,Bananas 1 dozen,5,2025-06-03 20:17:00,50,4717
10461,GR011,Bananas 1 dozen,7,2025-04-12 10:36:00,50,2291
10461,GR009,Butter 100g,6,2025-04-12 10:36:00,60,2291
10461,GR012,Potatoes 1kg,5,2025-04-12 10:36:00,30,2291
10461,GR006,Sunflower Oil 1L,8,2025-04-12 10:36:00,160,2291
10461,GR002,Bread,3,2025-04-12 10:36:00,40,2291
10462,GR014,Tomatoes 1kg,6,2025-07-14 23:30:00,40,1747
10463,GR005,Sugar 1kg,2,2025-01-11 19:04:00,50,1611
10463,GR008,Wheat Flour 1kg,1,2025-01-11 19:04:00,55,1611
10463,GR014,Tomatoes 1kg,4,2025-01-11 19:04:00,40,1611
10463,GR004,Basmati Rice 1kg,2,2025-01-11 19:04:00,120,1611
10464,GR014,Tomatoes 1kg,3,2025-07-02 10:14:00,40,3440
10464,GR009,Butter 100g,5,2025-07-02 10:14:00,60,3440
10464,GR004,Basmati Rice 1kg,3,2025-07-02 10:14:00,120,3440
10464,GR002,Bread,1,2025-07-02 10:14:00,40,3440
10464,GR008,Wheat Flour 1kg,5,2025-07-02 10:14:00,55,3440
10464,GR012,Potatoes 1kg,7,2025-07-02 10:14:00,30,3440
10465,GR002,Bread,8,2025-01-30 16:05:00,40,1364
10465,GR011,Bananas 1 dozen,4,2025-01-30 16:05:00,50,1364
10465,GR008,Wheat Flour 1kg,1,2025-01-30 16:05:00,55,1364
10465,GR003,Eggs Pack (12),1,2025-01-30 16:05:00,90,1364
10465,GR004,Basmati Rice 1kg,6,2025-01-30 16:05:00,120,1364
10466,GR010,Yogurt 200g,5,2025-07-03 18:12:00,25,4016
10466,GR011,Bananas 1 dozen,4,2025-07-03 18:12:00,50,4016
10466,GR008,Wheat Flour 1kg,8,2025-07-03 18:12:00,55,4016
10466,GR005,Sugar 1kg,6,2025-07-03 18:12:00,50,4016
10466,GR006,Sunflower Oil 1L,1,2025-07-03 18:12:00,160,4016
10467,GR005,Sugar 1kg,7,2025-03-14 08:51:00,50,4099
10467,GR004,Basmati Rice 1kg,2,2025-03-14 08:51:00,120,4099
10468,GR009,Butter 100g,4,2025-04-21 00:31:00,60,1447
10468,GR011,Bananas 1 dozen,2,2025-04-21 00:31:00,50,1447
10468,GR003,Eggs Pack (12),3,2025-04-21 00:31:00,90,1447
10468,GR012,Potatoes 1kg,4,2025-04-21 00:31:00,30,1447
10469,GR006,Sunflower Oil 1L,2,2025-01-05 18:03:00,160,4980
10469,GR004,Basmati Rice 1kg,6,2025-01-05 18:03:00,120,4980
10469,GR009,Butter 100g,6,2025-01-05 18:03:00,60,4980
10469,GR007,Tea Powder 500g,5,2025-01-05 18:03:00,140,4980
10470,GR014,Tomatoes 1kg,6,2025-02-18 11:02:00,40,4899
10470,GR003,Eggs Pack (12),5,2025-02-18 11:02:00,90,4899
10471,GR008,Wheat Flour 1kg,2,2025-04-07 23:52:00,55,2221
10471,GR009,Butter 100g,1,2025-04-07 23:52:00,60,2221
10471,GR011,Bananas 1 dozen,6,2025-04-07 23:52:00,50,2221
10472,GR008,Wheat Flour 1kg,5,2025-01-24 05:29:00,55,3980
10472,GR005,Sugar 1kg,5,2025-01-24 05:29:00,50,3980
10472,GR007,Tea Powder 500g,4,2025-01-24 05:29:00,140,3980
10472,GR010,Yogurt 200g,3,2025-01-24 05:29:00,25,3980
10472,GR009,Butter 100g,4,2025-01-24 05:29:00,60,3980
10472,GR011,Bananas 1 dozen,7,2025-01-24 05:29:00,50,3980
10473,GR006,Sunflower Oil 1L,5,2025-04-13 18:39:00,160,3888
10474,GR014,Tomatoes 1kg,1,2025-01-30 04:06:00,40,1846
10474,GR001,Milk 1L,3,2025-01-30 04:06:00,60,1846
10474,GR004,Basmati Rice 1kg,1,2025-01-30 04:06:00,120,1846
10474,GR015,Salt 1kg,7,2025-01-30 04:06:00,20,1846
10474,GR012,Potatoes 1kg,6,2025-01-30 04:06:00,30,1846
10474,GR013,Onions 1kg,4,2025-01-30 04:06:00,35,1846
10475,GR014,Tomatoes 1kg,4,2025-05-21 15:30:00,40,4322
10475,GR006,Sunflower Oil 1L,1,2025-05-21 15:30:00,160,4322
10475,GR008,Wheat Flour 1kg,6,2025-05-21 15:30:00,55,4322
10475,GR013,Onions 1kg,8,2025-05-21 15:30:00,35,4322
10476,GR014,Tomatoes 1kg,7,2025-05-21 07:10:00,40,4174
10476,GR003,Eggs Pack (12),6,2025-05-21 07:10:00,90,4174
10477,GR006,Sunflower Oil 1L,8,2025-07-02 12:19:00,160,3524
10477,GR004,Basmati Rice 1kg,7,2025-07-02 12:19:00,120,3524
10477,GR005,Sugar 1kg,1,2025-07-02 12:19:00,50,3524
10478,GR002,Bread,2,2025-05-11 03:22:00,40,4345
10478,GR008,Wheat Flour 1kg,6,2025-05-11 03:22:00,55,4345
10478,GR003,Eggs Pack (12),4,2025-05-11 03:22:00,90,4345
10478,GR009,Butter 100g,4,2025-05-11 03:22:00,60,4345
10478,GR010,Yogurt 200g,5,2025-05-11 03:22:00,25,4345
10479,GR003,Eggs Pack (12),1,2025-03-26 13:40:00,90,4523
10479,GR002,Bread,3,2025-03-26 13:40:00,40,4523
10480,GR006,Sunflower Oil 1L,7,2025-06-25 04:06:00,160,4491
10480,GR012,Potatoes 1kg,3,2025-06-25 04:06:00,30,4491
10480,GR007,Tea Powder 500g,8,2025-06-25 04:06:00,140,4491
10480,GR014,Tomatoes 1kg,1,2025-06-25 04:06:00,40,4491
10480,GR001,Milk 1L,3,2025-06-25 04:06:00,60,4491
10481,GR005,Sugar 1kg,4,2025-03-02 13:16:00,50,3319
10481,GR002,Bread,1,2025-03-02 13:16:00,40,3319
10481,GR014,Tomatoes 1kg,1,2025-03-02 13:16:00,40,3319
10481,GR006,Sunflower Oil 1L,1,2025-03-02 13:16:00,160,3319
10481,GR010,Yogurt 200g,1,2025-03-02 13:16:00,25,3319
10481,GR011,Bananas 1 dozen,4,2025-03-02 13:16:00,50,3319
10482,GR003,Eggs Pack (12),6,2025-05-13 06:39:00,90,2730
10482,GR011,Bananas 1 dozen,2,2025-05-13 06:39:00,50,2730
10482,GR012,Potatoes 1kg,3,2025-05-13 06:39:00,30,2730
10482,GR013,Onions 1kg,2,2025-05-13 06:39:00,35,2730
10482,GR010,Yogurt 200g,5,2025-05-13 06:39:00,25,2730
10482,GR005,Sugar 1kg,2,2025-05-13 06:39:00,50,2730
10483,GR010,Yogurt 200g,6,2025-02-11 00:21:00,25,2078
10483,GR007,Tea Powder 500g,8,2025-02-11 00:21:00,140,2078
10483,GR012,Potatoes 1kg,3,2025-02-11 00:21:00,30,2078
10483,GR003,Eggs Pack (12),7,2025-02-11 00:21:00,90,2078
10483,GR013,Onions 1kg,3,2025-02-11 00:21:00,35,2078
10484,GR014,Tomatoes 1kg,6,2025-04-12 15:56:00,40,3693
10485,GR012,Potatoes 1kg,8,2025-02-19 05:04:00,30,4271
10485,GR009,Butter 100g,2,2025-02-19 05:04:00,60,4271
10485,GR013,Onions 1kg,7,2025-02-19 05:04:00,35,4271
10485,GR003,Eggs Pack (12),4,2025-02-19 05:04:00,90,4271
10485,GR014,Tomatoes 1kg,6,2025-02-19 05:04:00,40,4271
10485,GR004,Basmati Rice 1kg,4,2025-02-19 05:04:00,120,4271
10486,GR014,Tomatoes 1kg,2,2025-06-16 20:43:00,40,3046
10486,GR012,Potatoes 1kg,6,2025-06-16 20:43:00,30,3046
10486,GR006,Sunflower Oil 1L,4,2025-06-16 20:43:00,160,3046
10486,GR008,Wheat Flour 1kg,2,2025-06-16 20:43:00,55,3046
10487,GR009,Butter 100g,6,2025-05-25 15:35:00,60,1856
10487,GR004,Basmati Rice 1kg,6,2025-05-25 15:35:00,120,1856
10487,GR012,Potatoes 1kg,6,2025-05-25 15:35:00,30,1856
10487,GR007,Tea Powder 500g,5,2025-05-25 15:35:00,140,1856
10487,GR006,Sunflower Oil 1L,3,2025-05-25 15:35:00,160,1856
10487,GR001,Milk 1L,5,2025-05-25 15:35:00,60,1856
10488,GR013,Onions 1kg,4,2025-04-07 10:48:00,35,1035
10488,GR001,Milk 1L,2,2025-04-07 10:48:00,60,1035
10488,GR011,Bananas 1 dozen,3,2025-04-07 10:48:00,50,1035
10488,GR010,Yogurt 200g,3,2025-04-07 10:48:00,25,1035
10488,GR006,Sunflower Oil 1L,3,2025-04-07 10:48:00,160,1035
10488,GR003,Eggs Pack (12),8,2025-04-07 10:48:00,90,1035
10489,GR010,Yogurt 200g,7,2025-04-26 04:39:00,25,2109
10489,GR014,Tomatoes 1kg,2,2025-04-26 04:39:00,40,2109
10489,GR008,Wheat Flour 1kg,8,2025-04-26 04:39:00,55,2109
10489,GR009,Butter 100g,4,2025-04-26 04:39:00,60,2109
10489,GR001,Milk 1L,1,2025-04-26 04:39:00,60,2109
10490,GR006,Sunflower Oil 1L,4,2025-05-20 01:02:00,160,3880
10490,GR008,Wheat Flour 1kg,8,2025-05-20 01:02:00,55,3880
10490,GR012,Potatoes 1kg,8,2025-05-20 01:02:00,30,3880
10490,GR002,Bread,8,2025-05-20 01:02:00,40,3880
10491,GR002,Bread,1,2025-03-18 21:33:00,40,2073
10491,GR008,Wheat Flour 1kg,8,2025-03-18 21:33:00,55,2073
10491,GR013,Onions 1kg,4,2025-03-18 21:33:00,35,2073
10491,GR012,Potatoes 1kg,4,2025-03-18 21:33:00,30,2073
10491,GR015,Salt 1kg,5,2025-03-18 21:33:00,20,2073
10492,GR010,Yogurt 200g,3,2025-01-10 08:45:00,25,4560
10492,GR002,Bread,8,2025-01-10 08:45:00,40,4560
10493,GR008,Wheat Flour 1kg,5,2025-01-31 01:19:00,55,2221
10493,GR014,Tomatoes 1kg,5,2025-01-31 01:19:00,40,2221
10493,GR005,Sugar 1kg,8,2025-01-31 01:19:00,50,2221
10493,GR007,Tea Powder 500g,7,2025-01-31 01:19:00,140,2221
10493,GR003,Eggs Pack (12),8,2025-01-31 01:19:00,90,2221
10494,GR001,Milk 1L,3,2025-05-10 01:29:00,60,3315
10494,GR007,Tea Powder 500g,3,2025-05-10 01:29:00,140,3315
10494,GR014,Tomatoes 1kg,4,2025-05-10 01:29:00,40,3315
10494,GR006,Sunflower Oil 1L,2,2025-05-10 01:29:00,160,3315
10495,GR014,Tomatoes 1kg,5,2025-01-10 10:04:00,40,3831
10495,GR007,Tea Powder 500g,2,2025-01-10 10:04:00,140,3831
10496,GR013,Onions 1kg,4,2025-04-15 07:53:00,35,3831
10496,GR006,Sunflower Oil 1L,3,2025-04-15 07:53:00,160,3831
10497,GR010,Yogurt 200g,4,2025-03-25 21:00:00,25,1900
10498,GR002,Bread,7,2025-06-10 16:15:00,40,1493
10498,GR010,Yogurt 200g,4,2025-06-10 16:15:00,25,1493
10498,GR008,Wheat Flour 1kg,3,2025-06-10 16:15:00,55,1493
10499,GR005,Sugar 1kg,2,2025-03-18 17:36:00,50,4547
10500,GR008,Wheat Flour 1kg,6,2025-06-01 11:55:00,55,2211
10500,GR005,Sugar 1kg,5,2025-06-01 11:55:00,50,2211
10501,GR010,Yogurt 200g,4,2025-02-10 17:53:00,25,3100
10501,GR002,Bread,4,2025-02-10 17:53:00,40,3100
10502,GR012,Potatoes 1kg,7,2025-04-08 07:40:00,30,3788
10503,GR012,Potatoes 1kg,2,2025-03-07 07:47:00,30,4547
10504,GR005,Sugar 1kg,1,2025-02-19 16:09:00,50,1066
10504,GR014,Tomatoes 1kg,4,2025-02-19 16:09:00,40,1066
10504,GR011,Bananas 1 dozen,7,2025-02-19 16:09:00,50,1066
10505,GR006,Sunflower Oil 1L,5,2025-05-24 01:44:00,160,4322
10505,GR013,Onions 1kg,6,2025-05-24 01:44:00,35,4322
10505,GR002,Bread,8,2025-05-24 01:44:00,40,4322
10506,GR001,Milk 1L,7,2025-04-01 00:01:00,60,1662
10506,GR010,Yogurt 200g,8,2025-04-01 00:01:00,25,1662
10507,GR008,Wheat Flour 1kg,8,2025-03-20 19:28:00,55,4322
10507,GR001,Milk 1L,8,2025-03-20 19:28:00,60,4322
10507,GR015,Salt 1kg,4,2025-03-20 19:28:00,20,4322
10507,GR002,Bread,2,2025-03-20 19:28:00,40,4322
10508,GR001,Milk 1L,3,2025-02-07 07:42:00,60,2086
10508,GR003,Eggs Pack (12),3,2025-02-07 07:42:00,90,2086
10508,GR004,Basmati Rice 1kg,5,2025-02-07 07:42:00,120,2086
10508,GR012,Potatoes 1kg,2,2025-02-07 07:42:00,30,2086
10508,GR015,Salt 1kg,4,2025-02-07 07:42:00,20,2086
10508,GR013,Onions 1kg,1,2025-02-07 07:42:00,35,2086
10509,GR004,Basmati Rice 1kg,5,2025-04-13 10:51:00,120,2489
10509,GR003,Eggs Pack (12),8,2025-04-13 10:51:00,90,2489
10509,GR011,Bananas 1 dozen,3,2025-04-13 10:51:00,50,2489
10509,GR013,Onions 1kg,6,2025-04-13 10:51:00,35,2489
10509,GR015,Salt 1kg,4,2025-04-13 10:51:00,20,2489
10510,GR012,Potatoes 1kg,1,2025-07-06 04:55:00,30,2109
10510,GR009,Butter 100g,5,2025-07-06 04:55:00,60,2109
10510,GR004,Basmati Rice 1kg,6,2025-07-06 04:55:00,120,2109
10510,GR002,Bread,5,2025-07-06 04:55:00,40,2109
10510,GR003,Eggs Pack (12),5,2025-07-06 04:55:00,90,2109
10511,GR009,Butter 100g,5,2025-02-08 20:46:00,60,2733
10511,GR005,Sugar 1kg,3,2025-02-08 20:46:00,50,2733
10511,GR008,Wheat Flour 1kg,3,2025-02-08 20:46:00,55,2733
10511,GR001,Milk 1L,7,2025-02-08 20:46:00,60,2733
10512,GR011,Bananas 1 dozen,8,2025-05-20 05:14:00,50,2023
10512,GR010,Yogurt 200g,5,2025-05-20 05:14:00,25,2023
10512,GR003,Eggs Pack (12),8,2025-05-20 05:14:00,90,2023
10513,GR002,Bread,5,2025-05-05 04:45:00,40,2054
10513,GR014,Tomatoes 1kg,2,2025-05-05 04:45:00,40,2054
10513,GR015,Salt 1kg,2,2025-05-05 04:45:00,20,2054
10513,GR013,Onions 1kg,2,2025-05-05 04:45:00,35,2054
10514,GR014,Tomatoes 1kg,7,2025-05-27 19:39:00,40,2705
10514,GR007,Tea Powder 500g,4,2025-05-27 19:39:00,140,2705
10514,GR004,Basmati Rice 1kg,1,2025-05-27 19:39:00,120,2705
10515,GR005,Sugar 1kg,8,2025-02-19 15:11:00,50,1116
10515,GR007,Tea Powder 500g,8,2025-02-19 15:11:00,140,1116
10515,GR008,Wheat Flour 1kg,6,2025-02-19 15:11:00,55,1116
10515,GR002,Bread,3,2025-02-19 15:11:00,40,1116
10515,GR001,Milk 1L,3,2025-02-19 15:11:00,60,1116
10515,GR012,Potatoes 1kg,6,2025-02-19 15:11:00,30,1116
10516,GR010,Yogurt 200g,7,2025-06-15 02:44:00,25,3657
10516,GR009,Butter 100g,7,2025-06-15 02:44:00,60,3657
10516,GR015,Salt 1kg,7,2025-06-15 02:44:00,20,3657
10516,GR004,Basmati Rice 1kg,2,2025-06-15 02:44:00,120,3657
10516,GR012,Potatoes 1kg,5,2025-06-15 02:44:00,30,3657
10517,GR011,Bananas 1 dozen,1,2025-07-11 21:36:00,50,1654
10517,GR015,Salt 1kg,4,2025-07-11 21:36:00,20,1654
10517,GR008,Wheat Flour 1kg,3,2025-07-11 21:36:00,55,1654
10517,GR005,Sugar 1kg,6,2025-07-11 21:36:00,50,1654
10517,GR007,Tea Powder 500g,1,2025-07-11 21:36:00,140,1654
10517,GR013,Onions 1kg,3,2025-07-11 21:36:00,35,1654
10518,GR003,Eggs Pack (12),8,2025-04-27 06:29:00,90,3283
10519,GR006,Sunflower Oil 1L,3,2025-03-17 04:16:00,160,1747
10519,GR002,Bread,2,2025-03-17 04:16:00,40,1747
10520,GR010,Yogurt 200g,1,2025-06-02 15:52:00,25,4336
10520,GR012,Potatoes 1kg,5,2025-06-02 15:52:00,30,4336
10521,GR002,Bread,5,2025-03-10 14:26:00,40,4742
10521,GR005,Sugar 1kg,3,2025-03-10 14:26:00,50,4742
10522,GR013,Onions 1kg,8,2025-06-02 14:22:00,35,4491
10522,GR012,Potatoes 1kg,5,2025-06-02 14:22:00,30,4491
10522,GR006,Sunflower Oil 1L,8,2025-06-02 14:22:00,160,4491
10523,GR005,Sugar 1kg,7,2025-03-26 23:05:00,50,4181
10523,GR013,Onions 1kg,2,2025-03-26 23:05:00,35,4181
10523,GR004,Basmati Rice 1kg,3,2025-03-26 23:05:00,120,4181
10523,GR015,Salt 1kg,3,2025-03-26 23:05:00,20,4181
10523,GR001,Milk 1L,3,2025-03-26 23:05:00,60,4181
10524,GR009,Butter 100g,5,2025-07-03 20:43:00,60,1481
10524,GR005,Sugar 1kg,7,2025-07-03 20:43:00,50,1481
10524,GR010,Yogurt 200g,6,2025-07-03 20:43:00,25,1481
10524,GR011,Bananas 1 dozen,5,2025-07-03 20:43:00,50,1481
10525,GR005,Sugar 1kg,5,2025-05-21 17:42:00,50,4099
10526,GR010,Yogurt 200g,1,2025-04-30 07:27:00,25,4625
10526,GR012,Potatoes 1kg,7,2025-04-30 07:27:00,30,4625
10526,GR004,Basmati Rice 1kg,4,2025-04-30 07:27:00,120,4625
10526,GR011,Bananas 1 dozen,5,2025-04-30 07:27:00,50,4625
10526,GR006,Sunflower Oil 1L,6,2025-04-30 07:27:00,160,4625
10527,GR014,Tomatoes 1kg,2,2025-03-21 04:59:00,40,2376
10527,GR012,Potatoes 1kg,3,2025-03-21 04:59:00,30,2376
10527,GR010,Yogurt 200g,4,2025-03-21 04:59:00,25,2376
10528,GR005,Sugar 1kg,1,2025-01-22 07:14:00,50,2345
10528,GR004,Basmati Rice 1kg,6,2025-01-22 07:14:00,120,2345
10528,GR006,Sunflower Oil 1L,5,2025-01-22 07:14:00,160,2345
10529,GR002,Bread,1,2025-03-15 16:47:00,40,2023
10529,GR009,Butter 100g,5,2025-03-15 16:47:00,60,2023
10529,GR006,Sunflower Oil 1L,8,2025-03-15 16:47:00,160,2023
10530,GR014,Tomatoes 1kg,1,2025-03-19 23:02:00,40,2374
10530,GR006,Sunflower Oil 1L,2,2025-03-19 23:02:00,160,2374
10530,GR010,Yogurt 200g,5,2025-03-19 23:02:00,25,2374
10530,GR004,Basmati Rice 1kg,2,2025-03-19 23:02:00,120,2374
10531,GR004,Basmati Rice 1kg,7,2025-01-17 10:39:00,120,1734
10531,GR015,Salt 1kg,6,2025-01-17 10:39:00,20,1734
10531,GR011,Bananas 1 dozen,1,2025-01-17 10:39:00,50,1734
10531,GR005,Sugar 1kg,5,2025-01-17 10:39:00,50,1734
10531,GR007,Tea Powder 500g,2,2025-01-17 10:39:00,140,1734
10532,GR003,Eggs Pack (12),7,2025-02-10 06:42:00,90,1662
10532,GR007,Tea Powder 500g,3,2025-02-10 06:42:00,140,1662
10532,GR006,Sunflower Oil 1L,4,2025-02-10 06:42:00,160,1662
10533,GR012,Potatoes 1kg,1,2025-06-23 09:29:00,30,2221
10533,GR001,Milk 1L,3,2025-06-23 09:29:00,60,2221
10533,GR003,Eggs Pack (12),5,2025-06-23 09:29:00,90,2221
10534,GR008,Wheat Flour 1kg,5,2025-01-18 10:00:00,55,2376
10535,GR007,Tea Powder 500g,8,2025-07-03 05:25:00,140,3693
10535,GR011,Bananas 1 dozen,2,2025-07-03 05:25:00,50,3693
10536,GR011,Bananas 1 dozen,7,2025-05-12 03:28:00,50,3749
10536,GR012,Potatoes 1kg,3,2025-05-12 03:28:00,30,3749
10536,GR004,Basmati Rice 1kg,3,2025-05-12 03:28:00,120,3749
10536,GR003,Eggs Pack (12),2,2025-05-12 03:28:00,90,3749
10536,GR006,Sunflower Oil 1L,5,2025-05-12 03:28:00,160,3749
10537,GR004,Basmati Rice 1kg,8,2025-04-01 14:56:00,120,4174
10537,GR010,Yogurt 200g,8,2025-04-01 14:56:00,25,4174
10537,GR008,Wheat Flour 1kg,5,2025-04-01 14:56:00,55,4174
10537,GR006,Sunflower Oil 1L,6,2025-04-01 14:56:00,160,4174
10537,GR011,Bananas 1 dozen,8,2025-04-01 14:56:00,50,4174
10537,GR014,Tomatoes 1kg,2,2025-04-01 14:56:00,40,4174
10538,GR014,Tomatoes 1kg,8,2025-03-16 04:46:00,40,1364
10538,GR003,Eggs Pack (12),1,2025-03-16 04:46:00,90,1364
10538,GR010,Yogurt 200g,7,2025-03-16 04:46:00,25,1364
10538,GR005,Sugar 1kg,5,2025-03-16 04:46:00,50,1364
10538,GR012,Potatoes 1kg,6,2025-03-16 04:46:00,30,1364
10538,GR008,Wheat Flour 1kg,8,2025-03-16 04:46:00,55,1364
10539,GR010,Yogurt 200g,3,2025-07-09 18:28:00,25,3500
10540,GR010,Yogurt 200g,7,2025-03-15 18:48:00,25,3876
10540,GR012,Potatoes 1kg,6,2025-03-15 18:48:00,30,3876
10540,GR013,Onions 1kg,6,2025-03-15 18:48:00,35,3876
10540,GR011,Bananas 1 dozen,7,2025-03-15 18:48:00,50,3876
10541,GR006,Sunflower Oil 1L,1,2025-02-08 14:37:00,160,1995
10541,GR008,Wheat Flour 1kg,3,2025-02-08 14:37:00,55,1995
10541,GR002,Bread,7,2025-02-08 14:37:00,40,1995
10541,GR010,Yogurt 200g,6,2025-02-08 14:37:00,25,1995
10541,GR011,Bananas 1 dozen,4,2025-02-08 14:37:00,50,1995
10541,GR007,Tea Powder 500g,8,2025-02-08 14:37:00,140,1995
10542,GR006,Sunflower Oil 1L,3,2025-06-03 00:32:00,160,1217
10542,GR010,Yogurt 200g,3,2025-06-03 00:32:00,25,1217
10542,GR003,Eggs Pack (12),2,2025-06-03 00:32:00,90,1217
10542,GR014,Tomatoes 1kg,4,2025-06-03 00:32:00,40,1217
10542,GR008,Wheat Flour 1kg,2,2025-06-03 00:32:00,55,1217
10543,GR013,Onions 1kg,1,2025-01-13 16:51:00,35,4491
10543,GR001,Milk 1L,7,2025-01-13 16:51:00,60,4491
10544,GR010,Yogurt 200g,6,2025-04-18 01:01:00,25,4953
10545,GR007,Tea Powder 500g,2,2025-02-20 19:28:00,140,2650
10545,GR005,Sugar 1kg,3,2025-02-20 19:28:00,50,2650
10545,GR002,Bread,3,2025-02-20 19:28:00,40,2650
10545,GR003,Eggs Pack (12),2,2025-02-20 19:28:00,90,2650
10545,GR012,Potatoes 1kg,5,2025-02-20 19:28:00,30,2650
10546,GR008,Wheat Flour 1kg,3,2025-05-06 22:49:00,55,1859
10546,GR011,Bananas 1 dozen,3,2025-05-06 22:49:00,50,1859
10546,GR010,Yogurt 200g,8,2025-05-06 22:49:00,25,1859
10546,GR015,Salt 1kg,2,2025-05-06 22:49:00,20,1859
10546,GR002,Bread,8,2025-05-06 22:49:00,40,1859
10546,GR006,Sunflower Oil 1L,7,2025-05-06 22:49:00,160,1859
10547,GR001,Milk 1L,1,2025-01-09 21:49:00,60,4952
10547,GR012,Potatoes 1kg,4,2025-01-09 21:49:00,30,4952
10547,GR007,Tea Powder 500g,8,2025-01-09 21:49:00,140,4952
10547,GR013,Onions 1kg,5,2025-01-09 21:49:00,35,4952
10547,GR004,Basmati Rice 1kg,1,2025-01-09 21:49:00,120,4952
10548,GR013,Onions 1kg,2,2025-03-17 19:03:00,35,3018
10549,GR014,Tomatoes 1kg,6,2025-01-24 11:30:00,40,2769
10549,GR003,Eggs Pack (12),4,2025-01-24 11:30:00,90,2769
10549,GR015,Salt 1kg,1,2025-01-24 11:30:00,20,2769
10549,GR010,Yogurt 200g,2,2025-01-24 11:30:00,25,2769
10549,GR002,Bread,7,2025-01-24 11:30:00,40,2769
10549,GR011,Bananas 1 dozen,1,2025-01-24 11:30:00,50,2769
10550,GR001,Milk 1L,3,2025-04-09 05:03:00,60,4174
10550,GR006,Sunflower Oil 1L,5,2025-04-09 05:03:00,160,4174
10550,GR010,Yogurt 200g,3,2025-04-09 05:03:00,25,4174
10551,GR009,Butter 100g,8,2025-03-16 03:07:00,60,2291
10551,GR011,Bananas 1 dozen,2,2025-03-16 03:07:00,50,2291
10551,GR002,Bread,5,2025-03-16 03:07:00,40,2291
10552,GR008,Wheat Flour 1kg,6,2025-05-26 06:47:00,55,4680
10552,GR001,Milk 1L,5,2025-05-26 06:47:00,60,4680
10552,GR011,Bananas 1 dozen,3,2025-05-26 06:47:00,50,4680
10553,GR010,Yogurt 200g,4,2025-07-11 08:37:00,25,3831
10553,GR003,Eggs Pack (12),8,2025-07-11 08:37:00,90,3831
10553,GR013,Onions 1kg,4,2025-07-11 08:37:00,35,3831
10553,GR009,Butter 100g,4,2025-07-11 08:37:00,60,3831
10553,GR006,Sunflower Oil 1L,4,2025-07-11 08:37:00,160,3831
10553,GR014,Tomatoes 1kg,8,2025-07-11 08:37:00,40,3831
10554,GR003,Eggs Pack (12),4,2025-03-06 08:04:00,90,4495
10554,GR011,Bananas 1 dozen,5,2025-03-06 08:04:00,50,4495
10555,GR001,Milk 1L,6,2025-01-16 20:41:00,60,4548
10555,GR014,Tomatoes 1kg,6,2025-01-16 20:41:00,40,4548
10556,GR011,Bananas 1 dozen,3,2025-04-16 01:57:00,50,3018
10557,GR008,Wheat Flour 1kg,6,2025-05-25 12:33:00,55,2673
10557,GR006,Sunflower Oil 1L,1,2025-05-25 12:33:00,160,2673
10557,GR001,Milk 1L,2,2025-05-25 12:33:00,60,2673
10557,GR003,Eggs Pack (12),1,2025-05-25 12:33:00,90,2673
10557,GR015,Salt 1kg,1,2025-05-25 12:33:00,20,2673
10557,GR005,Sugar 1kg,1,2025-05-25 12:33:00,50,2673
10558,GR003,Eggs Pack (12),7,2025-07-02 05:07:00,90,4495
10559,GR007,Tea Powder 500g,7,2025-03-31 21:02:00,140,2758
